request_id,segment_id,system_type,district,request_type,submitted_date,resolved_date,resolution_status,severity,channel,lat,lon
SR-00780,PIPE-0376,Sewer,Southwest,Sewer Backup,2024-06-24,,Resolved,Critical,311 App,43.55582597762362,-116.2651645440124
SR-00781,PIPE-0475,Stormwater,Southwest,Street Flooding,2025-02-03,2025-02-15,Resolved,High,Web Form,43.58729155511481,-116.29389621910985
SR-00782,PIPE-0345,Stormwater,Southeast,Street Flooding,2025-02-21,2025-03-25,In Review,Medium,311 App,43.53989584397775,-116.18873784533623
SR-00783,PIPE-0291,Sewer,Southwest,Manhole Overflow,2024-09-07,2024-09-17,Pending,High,Phone,43.56434866850401,-116.2756911012436
SR-00784,PIPE-0463,Stormwater,Southwest,Clogged Drain,2024-01-16,,Resolved,High,311 App,43.57014966429407,-116.3069687264697
SR-00785,PIPE-0032,Water,Southwest,No Water,2024-01-18,2024-02-07,Pending,Critical,Phone,43.56920331049016,-116.261767584218
SR-00786,PIPE-0452,Sewer,Southeast,Odor Complaint,2025-03-06,2025-03-29,Resolved,Medium,Phone,43.57244629903104,-116.16325038876712
SR-00787,PIPE-0123,Sewer,Downtown,Manhole Overflow,2024-11-03,2024-11-05,Pending,High,Web Form,43.60033738447845,-116.20045397770738
SR-00788,PIPE-0060,Sewer,West Boise,Root Intrusion Report,2024-05-14,,In Review,Low,Web Form,43.63810033049852,-116.29451890371926
SR-00789,PIPE-0328,Stormwater,East Bench,Standing Water,2024-04-03,,In Review,Critical,Web Form,43.59881802732416,-116.17379066501451
SR-00790,PIPE-0495,Water,Downtown,Hydrant Issue,2024-09-18,2024-10-16,In Review,Critical,Phone,43.59885557563494,-116.19905152329234
SR-00791,PIPE-0431,Water,Southwest,Water Main Break,2024-01-10,2024-01-28,Pending,High,311 App,43.57000668738285,-116.29029511489684
SR-00792,PIPE-0273,Water,West Boise,Low Pressure,2025-07-24,2025-08-30,In Review,Low,SCADA,43.63450630368291,-116.25684251689698
SR-00793,PIPE-0010,Water,North End,Low Pressure,2025-03-23,,Pending,Medium,SCADA,43.67807271781188,-116.17495955097576
SR-00794,PIPE-0292,Stormwater,Downtown,Erosion Report,2024-07-21,2024-08-05,In Review,High,SCADA,43.615408676079305,-116.21822180435208
SR-00795,PIPE-0396,Sewer,Southwest,Root Intrusion Report,2024-06-10,,In Review,Critical,Web Form,43.57201728421067,-116.24310703337419
SR-00796,PIPE-0470,Stormwater,Southwest,Clogged Drain,2024-01-10,,Resolved,Critical,Phone,43.541464879692036,-116.25702788153224
SR-00797,PIPE-0257,Water,Downtown,Low Pressure,2024-08-01,2024-08-02,Resolved,Low,SCADA,43.61597466728548,-116.17583323676158
SR-00798,PIPE-0453,Sewer,Downtown,Sewer Backup,2025-02-16,2025-03-26,In Review,Low,311 App,43.605891631894856,-116.21167605084919
SR-00799,PIPE-0218,Sewer,North End,Sewer Backup,2024-04-02,,Pending,Low,311 App,43.62631858023867,-116.19903650414555
SR-00800,PIPE-0045,Water,East Bench,Discolored Water,2025-08-04,2025-09-14,Resolved,Medium,SCADA,43.60968916611045,-116.1385630146783
SR-00801,PIPE-0369,Sewer,Downtown,Slow Drain,2025-11-20,2025-12-27,In Review,Low,SCADA,43.60446062553351,-116.21881937316856
SR-00802,PIPE-0476,Sewer,Downtown,Root Intrusion Report,2025-07-10,2025-07-16,Pending,Critical,Web Form,43.60639803149858,-116.22183747815934
SR-00803,PIPE-0488,Sewer,Downtown,Root Intrusion Report,2025-09-03,2025-10-11,Pending,Medium,Phone,43.61594024814316,-116.20274372552822
SR-00804,PIPE-0436,Water,Southwest,Low Pressure,2024-09-07,2024-09-13,In Review,Low,Web Form,43.53978386767239,-116.21999948376885
SR-00805,PIPE-0335,Water,Southwest,Hydrant Issue,2025-12-11,,Resolved,High,Phone,43.57836311360962,-116.2353015497154
SR-00806,PIPE-0085,Sewer,Downtown,Odor Complaint,2025-11-11,,Resolved,High,Phone,43.62511093635597,-116.19883653675801
SR-00807,PIPE-0380,Water,Southeast,Hydrant Issue,2025-01-19,2025-02-27,Pending,High,Web Form,43.58703692074693,-116.19276923025437
SR-00808,PIPE-0343,Water,Southwest,Hydrant Issue,2024-02-24,,Resolved,High,311 App,43.58140445324741,-116.22886864012592
SR-00809,PIPE-0204,Sewer,Downtown,Manhole Overflow,2024-04-03,2024-04-13,In Review,Medium,SCADA,43.600385854033306,-116.19806776834913
SR-00810,PIPE-0076,Sewer,Southwest,Manhole Overflow,2024-06-01,2024-06-27,Resolved,High,311 App,43.542921522639695,-116.29303369130264
SR-00811,PIPE-0335,Water,Southwest,Water Main Break,2025-04-23,,In Review,Medium,SCADA,43.57571829214882,-116.23225386011976
SR-00812,PIPE-0151,Water,Southeast,Water Main Break,2025-04-10,,Resolved,Medium,311 App,43.5873069614278,-116.19975994524508
SR-00813,PIPE-0132,Water,North End,Hydrant Issue,2025-12-19,,Resolved,Critical,311 App,43.63888636715152,-116.22885479287412
SR-00814,PIPE-0477,Sewer,Downtown,Slow Drain,2024-12-20,2025-01-08,Resolved,Low,311 App,43.613640593064595,-116.18426142783395
SR-00815,PIPE-0200,Water,Downtown,Low Pressure,2025-03-12,2025-03-16,Resolved,Medium,Phone,43.61477512493821,-116.21210250113555
SR-00816,PIPE-0465,Water,Downtown,Discolored Water,2024-06-28,,In Review,Critical,311 App,43.60841338993339,-116.1815046262184
SR-00817,PIPE-0028,Water,West Boise,Low Pressure,2024-09-27,2024-10-21,Pending,Critical,SCADA,43.644293720386656,-116.35107044655742
SR-00818,PIPE-0101,Water,Southeast,No Water,2024-09-21,,Resolved,High,Phone,43.59246133461286,-116.1980861223805
SR-00819,PIPE-0208,Stormwater,Downtown,Standing Water,2024-08-12,2024-09-01,Resolved,Low,311 App,43.60535058517589,-116.2161646256917
SR-00820,PIPE-0435,Sewer,North End,Slow Drain,2025-10-02,2025-10-22,Resolved,High,Phone,43.62539888931985,-116.19742358989579
SR-00821,PIPE-0388,Sewer,East Bench,Odor Complaint,2025-02-23,2025-03-06,Resolved,Medium,SCADA,43.594908714023376,-116.16853390848486
SR-00822,PIPE-0383,Sewer,Southeast,Slow Drain,2024-01-04,2024-01-31,Pending,Critical,Phone,43.587943702899516,-116.19853975222183
SR-00823,PIPE-0224,Water,West Boise,Hydrant Issue,2025-09-28,2025-10-25,Pending,High,Web Form,43.65077421993193,-116.25464952267788
SR-00824,PIPE-0234,Stormwater,Downtown,Clogged Drain,2025-08-15,,Pending,Low,311 App,43.608225123791186,-116.21407740250072
SR-00825,PIPE-0112,Sewer,Southeast,Odor Complaint,2024-11-06,2024-12-07,Resolved,Medium,Phone,43.55070082802773,-116.17208749907579
SR-00826,PIPE-0487,Water,Downtown,Leak Report,2024-02-24,,In Review,Critical,Phone,43.61720489711733,-116.22139673644045
SR-00827,PIPE-0487,Water,Downtown,Hydrant Issue,2025-10-14,2025-10-31,In Review,High,Phone,43.614842668817545,-116.21970067179842
SR-00828,PIPE-0286,Stormwater,Downtown,Erosion Report,2025-02-13,2025-03-03,In Review,Low,311 App,43.61595930139514,-116.20432897018871
SR-00829,PIPE-0135,Sewer,Downtown,Root Intrusion Report,2024-07-19,2024-07-25,Resolved,Critical,Phone,43.604731085816894,-116.19826523958596
SR-00830,PIPE-0111,Water,East Bench,Hydrant Issue,2024-08-18,,Pending,Medium,311 App,43.589976940356635,-116.17589109022657
SR-00831,PIPE-0351,Sewer,West Boise,Slow Drain,2025-07-03,,Pending,High,311 App,43.59938926678439,-116.31622864165567
SR-00832,PIPE-0207,Sewer,Downtown,Manhole Overflow,2024-02-14,,Pending,High,Phone,43.61746504608386,-116.21362313643591
SR-00833,PIPE-0483,Sewer,West Boise,Sewer Backup,2024-07-09,,Resolved,Critical,311 App,43.65424382143055,-116.25348910328533
SR-00834,PIPE-0418,Sewer,Downtown,Slow Drain,2024-01-05,2024-01-21,Resolved,Low,SCADA,43.598211485534534,-116.18924318334047
SR-00835,PIPE-0308,Sewer,Downtown,Root Intrusion Report,2025-12-16,,Pending,Low,311 App,43.605457861781346,-116.17689891008328
SR-00836,PIPE-0390,Water,East Bench,Leak Report,2024-08-02,,Resolved,Medium,311 App,43.594467849803976,-116.14886047204509
SR-00837,PIPE-0499,Water,North End,Leak Report,2025-04-22,2025-05-28,Resolved,Low,SCADA,43.642280424366454,-116.20463764767526
SR-00838,PIPE-0313,Water,North End,Low Pressure,2024-12-29,2025-02-07,In Review,High,311 App,43.64116733767175,-116.22698341862234
SR-00839,PIPE-0381,Water,West Boise,Water Main Break,2025-04-22,2025-05-14,Resolved,Low,311 App,43.6204201321134,-116.33518380195342
SR-00840,PIPE-0085,Sewer,Downtown,Sewer Backup,2025-06-26,,Resolved,Critical,Phone,43.62623244683529,-116.1977770171441
SR-00841,PIPE-0031,Stormwater,East Bench,Clogged Drain,2025-06-19,2025-07-20,Pending,Low,Phone,43.605172793035024,-116.17321802635742
SR-00842,PIPE-0175,Water,North End,Low Pressure,2024-01-29,2024-03-02,In Review,Critical,Phone,43.65871311392491,-116.20843978955612
SR-00843,PIPE-0212,Sewer,Downtown,Odor Complaint,2025-08-25,2025-09-19,Pending,Critical,311 App,43.60014189532989,-116.19961734136096
SR-00844,PIPE-0097,Stormwater,West Boise,Culvert Blockage,2024-02-11,2024-03-09,Resolved,Low,Phone,43.656193075576034,-116.33204888046889
SR-00845,PIPE-0281,Water,Southwest,Leak Report,2025-07-16,2025-08-08,In Review,Low,311 App,43.57725786575017,-116.22519042734821
SR-00846,PIPE-0447,Sewer,East Bench,Manhole Overflow,2024-07-17,2024-07-26,Pending,Medium,Phone,43.61161911149741,-116.17651383330254
SR-00847,PIPE-0279,Sewer,West Boise,Root Intrusion Report,2025-01-28,2025-02-22,Pending,Critical,Web Form,43.63527764314873,-116.32278436078775
SR-00848,PIPE-0090,Water,Downtown,Low Pressure,2025-03-29,2025-04-21,Pending,Low,Phone,43.60645625674896,-116.19428582901948
SR-00849,PIPE-0078,Water,Southwest,Low Pressure,2025-12-14,2025-12-24,Pending,Low,311 App,43.571724918253615,-116.26482040351839
SR-00850,PIPE-0348,Sewer,West Boise,Slow Drain,2025-02-01,,Resolved,Medium,Phone,43.63112491470738,-116.2877920994862
SR-00851,PIPE-0289,Sewer,West Boise,Manhole Overflow,2025-10-26,2025-11-12,Pending,Medium,311 App,43.606565011121575,-116.26329618986445
SR-00852,PIPE-0409,Water,East Bench,Hydrant Issue,2024-10-22,2024-11-10,Resolved,Medium,311 App,43.59369687559287,-116.14058150111285
SR-00853,PIPE-0294,Sewer,Southwest,Sewer Backup,2025-09-07,2025-09-12,Pending,Medium,311 App,43.572976440408375,-116.27361479616476
SR-00854,PIPE-0258,Stormwater,East Bench,Standing Water,2025-05-02,2025-06-07,In Review,High,SCADA,43.61162666054351,-116.14721372787884
SR-00855,PIPE-0229,Water,West Boise,Water Main Break,2025-09-21,2025-10-06,In Review,Low,311 App,43.60356956106275,-116.29844669606268
SR-00856,PIPE-0042,Sewer,Southwest,Odor Complaint,2024-10-09,2024-11-05,Resolved,Critical,SCADA,43.575967090916606,-116.29756088207006
SR-00857,PIPE-0177,Sewer,Downtown,Sewer Backup,2025-07-19,,Resolved,Low,SCADA,43.61572442949118,-116.22042393680623
SR-00858,PIPE-0200,Water,Downtown,Leak Report,2024-08-27,2024-10-03,In Review,Low,Web Form,43.61439112234722,-116.21160194209503
SR-00859,PIPE-0246,Stormwater,West Boise,Culvert Blockage,2025-10-16,,Pending,Medium,Phone,43.64544640798185,-116.32627355687661
SR-00860,PIPE-0333,Stormwater,Southeast,Erosion Report,2024-10-26,2024-11-19,Pending,Critical,SCADA,43.542621385700365,-116.18738858782075
SR-00861,PIPE-0073,Sewer,North End,Root Intrusion Report,2024-01-28,2024-02-01,Pending,Low,Web Form,43.62553709631578,-116.20179670223229
SR-00862,PIPE-0249,Sewer,West Boise,Slow Drain,2025-06-28,2025-07-13,In Review,Low,Phone,43.61180181050416,-116.35392579931704
SR-00863,PIPE-0408,Water,Southwest,Discolored Water,2025-06-26,,Pending,High,311 App,43.57252014650576,-116.27677798053222
SR-00864,PIPE-0467,Water,Southwest,Low Pressure,2025-04-15,2025-05-10,Resolved,Medium,Web Form,43.56039224066432,-116.29673003682463
SR-00865,PIPE-0336,Stormwater,Downtown,Clogged Drain,2025-02-16,2025-03-17,In Review,High,311 App,43.59979477952172,-116.19890255687515
SR-00866,PIPE-0180,Water,West Boise,No Water,2025-04-01,2025-04-26,Resolved,Medium,SCADA,43.638013381596195,-116.24625733282677
SR-00867,PIPE-0462,Sewer,East Bench,Root Intrusion Report,2024-12-12,,Pending,Critical,SCADA,43.59932851421602,-116.17556746186007
SR-00868,PIPE-0269,Sewer,East Bench,Slow Drain,2025-06-25,2025-07-28,In Review,Low,SCADA,43.596768683361766,-116.15077566952806
SR-00869,PIPE-0081,Sewer,Southeast,Slow Drain,2025-06-13,2025-07-17,In Review,Medium,Phone,43.58417413751786,-116.2006615644163
SR-00870,PIPE-0426,Water,Downtown,Water Main Break,2024-08-28,,Resolved,Medium,SCADA,43.62480005918675,-116.20347351981192
SR-00871,PIPE-0180,Water,West Boise,Leak Report,2024-12-01,2024-12-30,Pending,Low,Web Form,43.63499840821248,-116.24707104950947
SR-00872,PIPE-0136,Water,Downtown,Leak Report,2025-04-06,,In Review,Critical,SCADA,43.607089719773626,-116.22062295236424
SR-00873,PIPE-0439,Water,Downtown,Discolored Water,2024-03-19,2024-03-21,In Review,High,Phone,43.607334312865405,-116.199753572504
SR-00874,PIPE-0100,Water,Southwest,Discolored Water,2024-05-13,2024-05-27,Resolved,Medium,Phone,43.57977877176915,-116.25610009983676
SR-00875,PIPE-0058,Stormwater,Southeast,Standing Water,2024-03-17,2024-04-10,Pending,Low,SCADA,43.5384264318175,-116.2013424732966
SR-00876,PIPE-0209,Water,Southeast,Water Main Break,2024-06-10,2024-07-15,Resolved,High,Web Form,43.58741459885432,-116.20038340674111
SR-00877,PIPE-0267,Stormwater,Downtown,Standing Water,2024-02-03,2024-02-10,In Review,Low,Phone,43.61307705656005,-116.21877411359014
SR-00878,PIPE-0098,Stormwater,Downtown,Culvert Blockage,2024-07-03,2024-08-09,Resolved,Low,Web Form,43.62473753889437,-116.20358391731678
SR-00879,PIPE-0424,Water,Southwest,Hydrant Issue,2024-03-20,,Resolved,Low,SCADA,43.550814212467536,-116.22176276333906
SR-00880,PIPE-0446,Water,West Boise,Leak Report,2024-08-09,2024-08-15,Resolved,Critical,311 App,43.63798768902607,-116.31017399645654
SR-00881,PIPE-0294,Sewer,Southwest,Manhole Overflow,2024-10-25,2024-11-08,Pending,Critical,Phone,43.57340222072902,-116.27396934812187
SR-00882,PIPE-0290,Sewer,East Bench,Manhole Overflow,2024-04-25,2024-05-24,In Review,High,SCADA,43.61977792496737,-116.14350733607567
SR-00883,PIPE-0097,Stormwater,West Boise,Culvert Blockage,2025-07-06,,Resolved,Critical,Web Form,43.65404043823662,-116.33361190496394
SR-00884,PIPE-0225,Stormwater,Southwest,Erosion Report,2025-09-19,2025-10-25,Resolved,Medium,Phone,43.556314882238325,-116.2948781426559
SR-00885,PIPE-0285,Sewer,Downtown,Sewer Backup,2025-05-20,,Resolved,Low,SCADA,43.614568834695454,-116.18444613038636
SR-00886,PIPE-0228,Sewer,Downtown,Manhole Overflow,2025-07-30,2025-08-03,Pending,Critical,SCADA,43.61574953140777,-116.22067548925209
SR-00887,PIPE-0218,Sewer,North End,Odor Complaint,2024-06-19,2024-07-09,Resolved,Critical,Web Form,43.62649371474233,-116.19995359275144
SR-00888,PIPE-0255,Sewer,Southeast,Root Intrusion Report,2025-04-08,2025-05-11,Pending,High,311 App,43.58587378340114,-116.17500435318132
SR-00889,PIPE-0422,Sewer,Southwest,Manhole Overflow,2025-02-26,2025-02-28,Resolved,Low,311 App,43.58875017898202,-116.29693938135038
SR-00890,PIPE-0457,Stormwater,Southeast,Street Flooding,2024-02-17,,Pending,High,Phone,43.57791878608205,-116.1882800286912
SR-00891,PIPE-0017,Sewer,North End,Manhole Overflow,2024-02-05,2024-02-17,Pending,Medium,Phone,43.65584215988271,-116.2035627578345
SR-00892,PIPE-0097,Stormwater,West Boise,Clogged Drain,2025-01-01,,Pending,High,Web Form,43.65641402804773,-116.33399948171588
SR-00893,PIPE-0231,Water,North End,Water Main Break,2024-08-19,2024-09-07,In Review,Low,Phone,43.64005926477971,-116.20535541894508
SR-00894,PIPE-0307,Sewer,Downtown,Manhole Overflow,2025-07-27,,In Review,Medium,Phone,43.61555199242434,-116.19749419517761
SR-00895,PIPE-0342,Sewer,West Boise,Slow Drain,2025-02-07,2025-03-17,Resolved,Low,311 App,43.60653827848424,-116.25895051571857
SR-00896,PIPE-0021,Sewer,East Bench,Manhole Overflow,2025-10-22,,Pending,High,311 App,43.608273769192216,-116.15371184987826
SR-00897,PIPE-0151,Water,Southeast,Water Main Break,2024-12-07,2025-01-02,In Review,Medium,311 App,43.58380861758371,-116.20102909255127
SR-00898,PIPE-0024,Water,West Boise,Leak Report,2024-07-21,,Pending,High,Web Form,43.64232721244841,-116.3160393422325
SR-00899,PIPE-0247,Stormwater,West Boise,Street Flooding,2025-09-01,2025-09-19,In Review,Medium,SCADA,43.610132591310204,-116.31634406529722
SR-00900,PIPE-0261,Sewer,Downtown,Slow Drain,2024-05-15,,Resolved,Medium,311 App,43.5999264703206,-116.19921752346603
