segment_id,system_type,corridor_name,district,pipe_class,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,ii_risk_flag,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-00147,Wastewater,Bannock St,Downtown,lateral,Vitrified Clay,18,1919,6.3,1940,86,35,6,0.78,65.3,True,Medium,984286,2022-12-01,CCTV,43.613834,-116.190175
SEW-00148,Wastewater,Ustick Rd,West Boise,collector,HDPE,24,1190,5.0,2022,4,100,0,0.5,59.5,False,Medium,390238,2024-11-14,CCTV,43.634311,-116.316698
SEW-00149,Wastewater,Maple Grove Rd,Southwest,collector,PVC,12,2354,15.2,1978,48,79,0,0.6,37.4,False,Low,254546,2025-09-04,Flow Monitoring,43.578527,-116.274282
SEW-00150,Wastewater,Shaw Mountain Rd,East Bench,lateral,Ductile Iron,12,266,9.8,1971,55,73,2,0.45,64.0,False,High,96515,2024-01-22,Smoke Test,43.599284,-116.172298
SEW-00151,Wastewater,Front St,Downtown,collector,Concrete,24,1586,20.6,1947,79,69,2,0.78,96.8,False,Low,616565,2024-11-24,Smoke Test,43.607881,-116.22
SEW-00152,Wastewater,Idaho St,Downtown,lateral,Orangeburg,18,351,9.0,1954,72,61,10,0.78,85.6,True,Low,48360,2023-01-12,Flow Monitoring,43.612761,-116.22
SEW-00153,Wastewater,Cole Rd,Southwest,collector,Ductile Iron,18,349,12.1,1985,41,78,1,0.6,45.0,False,Low,169808,2024-01-23,Manhole Inspection,43.592263,-116.257853
SEW-00154,Wastewater,9th St,Downtown,lateral,Concrete,21,1989,22.9,1948,78,71,1,0.78,78.1,False,Low,643273,2023-02-20,Flow Monitoring,43.626,-116.19754
SEW-00155,Wastewater,Shaw Mountain Rd,East Bench,lateral,Ductile Iron,12,1292,6.6,1988,38,87,2,0.45,35.7,False,Low,440547,2022-11-11,Manhole Inspection,43.617046,-116.145917
SEW-00156,Wastewater,Federal Way,East Bench,collector,Concrete,12,1543,17.1,1961,65,80,1,0.45,60.9,False,Low,417298,2023-12-14,Flow Monitoring,43.597966,-116.17348
SEW-00157,Wastewater,Front St,Downtown,collector,Orangeburg,24,1981,24.0,1947,79,48,3,0.78,81.5,True,Medium,350285,2023-11-19,Dye Test,43.604647,-116.175
SEW-00158,Wastewater,Joplin Rd,West Boise,trunk,PVC,24,784,13.8,2000,26,90,0,0.5,42.3,False,Critical,160460,2023-11-13,Manhole Inspection,43.637894,-116.308931
SEW-00159,Wastewater,Vista Ave,Southeast,collector,Ductile Iron,12,828,12.4,1991,35,85,0,0.55,50.5,False,Medium,335533,2022-12-14,Manhole Inspection,43.589325,-116.2
SEW-00160,Wastewater,Broadway Ave,Southeast,trunk,Vitrified Clay,36,1222,8.7,1975,51,61,6,0.55,23.4,True,Medium,645471,2025-04-05,Manhole Inspection,43.595,-116.190845
SEW-00161,Wastewater,Eastman St,North End,lateral,Vitrified Clay,18,1078,23.3,1953,73,41,5,0.72,90.8,True,High,377134,2025-07-04,Flow Monitoring,43.643978,-116.220154
SEW-00162,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,12,1509,16.0,1953,73,47,7,0.72,89.4,True,Medium,326162,2025-01-14,Smoke Test,43.656427,-116.198743
SEW-00163,Wastewater,Shaw Mountain Rd,East Bench,lateral,PVC,15,1118,7.8,1987,39,98,0,0.45,53.8,False,Critical,507127,2022-10-25,Dye Test,43.589854,-116.166961
SEW-00164,Wastewater,Shaw Mountain Rd,East Bench,lateral,Ductile Iron,8,2459,6.3,1984,42,83,3,0.45,68.2,False,Low,561026,2023-03-28,Dye Test,43.590191,-116.13963
SEW-00165,Wastewater,Overland Rd,Southeast,collector,PVC,24,502,6.5,1981,45,100,0,0.55,68.8,False,Medium,195485,2025-03-15,Dye Test,43.585752,-116.2
SEW-00166,Wastewater,Ustick Rd,West Boise,collector,PVC,15,1972,21.6,2001,25,96,0,0.5,26.4,False,Medium,660408,2025-01-05,Manhole Inspection,43.633017,-116.270543
SEW-00167,Wastewater,Cloverdale Rd,West Boise,collector,PVC,18,2325,10.0,2004,22,89,0,0.5,39.7,False,Medium,971261,2025-03-21,Manhole Inspection,43.651594,-116.333924
SEW-00168,Wastewater,Fairview Ave,West Boise,trunk,PVC,24,2258,16.6,2024,2,92,0,0.5,57.9,False,High,517382,2024-01-11,Dye Test,43.616846,-116.287655
SEW-00169,Wastewater,Front St,Downtown,collector,Vitrified Clay,12,386,10.3,1926,100,31,8,0.78,65.6,True,Medium,71148,2025-10-01,Flow Monitoring,43.608691,-116.183318
SEW-00170,Wastewater,Ustick Rd,West Boise,collector,PVC,18,1437,18.7,2024,2,100,0,0.5,39.6,False,Critical,371304,2025-08-02,Smoke Test,43.632898,-116.275625
SEW-00171,Wastewater,Gowen Rd,Southeast,lateral,PVC,6,2183,7.9,2016,10,97,0,0.55,5.0,False,Medium,795849,2023-12-26,Flow Monitoring,43.542787,-116.170785
SEW-00172,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,24,2500,7.5,1948,78,38,5,0.78,72.9,True,High,951450,2025-08-21,Manhole Inspection,43.613637,-116.22
SEW-00173,Wastewater,Vista Ave,Southeast,collector,Concrete,21,1216,21.3,1994,32,98,2,0.55,66.4,False,Low,731236,2024-11-09,Smoke Test,43.595,-116.2
SEW-00174,Wastewater,Orchard St,Southeast,collector,PVC,21,2242,6.8,1987,39,93,0,0.55,77.1,False,Medium,732611,2024-07-27,Smoke Test,43.595,-116.2
SEW-00175,Wastewater,Victory Rd,Southwest,collector,PVC,12,407,21.9,1977,49,93,0,0.6,99.3,False,Medium,150186,2025-11-16,CCTV,43.568688,-116.272198
SEW-00176,Wastewater,Milwaukee St,Southeast,lateral,Vitrified Clay,8,1283,12.3,1963,63,51,6,0.55,51.3,True,Medium,293813,2024-10-30,Manhole Inspection,43.583201,-116.2
SEW-00177,Wastewater,Overland Rd,Southwest,trunk,Concrete,24,1782,10.6,1973,53,92,0,0.6,67.9,False,Medium,1201184,2025-04-03,Smoke Test,43.588026,-116.248848
SEW-00178,Wastewater,8th St,Downtown,lateral,Cast Iron,42,1728,23.8,1950,76,38,2,0.78,88.2,True,Critical,1319800,2023-01-25,Flow Monitoring,43.626,-116.197965
SEW-00179,Wastewater,Five Mile Rd,Southwest,collector,Vitrified Clay,12,359,14.5,1957,69,59,6,0.6,58.0,True,Medium,101523,2023-01-12,Smoke Test,43.545963,-116.296002
SEW-00180,Wastewater,Federal Way,East Bench,collector,Ductile Iron,18,865,21.9,1994,32,73,1,0.45,96.0,False,Medium,344475,2023-01-24,Dye Test,43.596358,-116.14868
SEW-00181,Wastewater,Orchard St,Southeast,collector,Ductile Iron,18,2145,18.5,1991,35,81,0,0.55,75.9,False,Medium,1245197,2025-10-09,Dye Test,43.595,-116.2
SEW-00182,Wastewater,Victory Rd,Southeast,collector,Concrete,24,1132,8.4,1971,55,89,1,0.55,84.8,False,Medium,541310,2023-10-16,Smoke Test,43.571328,-116.188318
SEW-00183,Wastewater,State St,West Boise,collector,Ductile Iron,12,650,13.4,2005,21,90,0,0.5,34.8,False,High,172369,2023-02-09,Dye Test,43.635145,-116.284717
SEW-00184,Wastewater,Victory Rd,Southeast,collector,Vitrified Clay,15,2324,18.2,1958,68,51,6,0.55,79.1,True,Medium,785763,2024-12-13,Flow Monitoring,43.568244,-116.2
SEW-00185,Wastewater,Cole Rd,Southwest,collector,Concrete,24,1651,18.6,1976,50,88,0,0.6,47.3,False,Medium,946331,2023-03-17,Smoke Test,43.586069,-116.253794
SEW-00186,Wastewater,Bogus Basin Rd,North End,lateral,Cast Iron,12,2485,24.6,1942,84,42,7,0.72,54.9,True,Low,1015047,2023-03-07,Manhole Inspection,43.65694,-116.177341
SEW-00187,Wastewater,Victory Rd,Southeast,collector,PVC,24,1320,15.9,1977,49,97,0,0.55,82.0,False,Medium,822747,2023-12-27,Smoke Test,43.568727,-116.189122
SEW-00188,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,18,1378,23.5,1927,99,40,4,0.72,82.3,True,Low,589258,2024-09-20,Smoke Test,43.639732,-116.23
SEW-00189,Wastewater,Cole Rd,Southwest,collector,Orangeburg,24,1312,16.7,1972,54,69,2,0.6,58.5,True,Low,351481,2022-12-11,Smoke Test,43.542982,-116.255306
SEW-00190,Wastewater,Ustick Rd,West Boise,collector,PVC,12,610,7.0,2004,22,100,0,0.5,46.2,False,Critical,249066,2022-11-01,Smoke Test,43.63248,-116.282611
SEW-00191,Wastewater,Overland Rd,Southeast,collector,Concrete,21,1016,10.7,1985,41,98,0,0.55,57.5,False,Low,159567,2024-08-14,Dye Test,43.589535,-116.2
SEW-00192,Wastewater,Joplin Rd,West Boise,trunk,PVC,30,1911,23.4,1992,34,100,0,0.5,21.3,False,High,1468140,2023-02-22,Smoke Test,43.64058,-116.311945
SEW-00193,Wastewater,Joplin Rd,West Boise,trunk,Ductile Iron,24,237,23.6,2008,18,84,1,0.5,74.5,False,High,75428,2022-11-16,Dye Test,43.6,-116.309383
SEW-00194,Wastewater,Orchard St,Southeast,collector,Concrete,24,2117,11.6,1963,63,77,3,0.55,96.1,False,Medium,1129904,2024-11-16,CCTV,43.564827,-116.2
SEW-00195,Wastewater,Joplin Rd,West Boise,trunk,HDPE,36,991,22.9,2011,15,100,0,0.5,61.4,False,High,734300,2025-06-08,Flow Monitoring,43.6,-116.307863
SEW-00196,Wastewater,Chinden Blvd,West Boise,collector,PVC,15,775,5.1,1996,30,100,0,0.5,19.4,False,Medium,214084,2024-06-04,Manhole Inspection,43.652865,-116.275134
SEW-00197,Wastewater,Warm Springs Ave,East Bench,collector,Concrete,24,246,9.7,1962,64,76,4,0.45,83.9,False,Medium,122821,2025-01-09,Flow Monitoring,43.606569,-116.175
SEW-00198,Wastewater,State St,West Boise,collector,PVC,18,680,12.4,2022,4,100,0,0.5,17.9,False,Low,151123,2023-03-29,Smoke Test,43.637832,-116.244749
SEW-00199,Wastewater,Eisenman Rd,Southeast,collector,PVC,21,2449,21.0,2013,13,93,0,0.55,64.8,False,Low,1338149,2025-06-18,Dye Test,43.583024,-116.168456
SEW-00200,Wastewater,Gowen Rd,Southeast,lateral,PVC,12,1681,6.2,2023,3,87,0,0.55,10.4,False,Medium,536339,2022-11-29,Smoke Test,43.540469,-116.152867
SEW-00201,Wastewater,Broadway Ave,Downtown,trunk,PVC,48,2009,16.7,1975,51,80,0,0.78,54.5,False,High,569879,2025-08-11,Flow Monitoring,43.6,-116.189768
SEW-00202,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,21,2071,18.5,1957,69,51,7,0.78,65.4,True,Critical,587232,2024-06-29,CCTV,43.616383,-116.196296
SEW-00203,Wastewater,Joplin Rd,West Boise,trunk,PVC,48,499,6.3,2003,23,84,0,0.5,10.4,False,Medium,516520,2025-07-14,Flow Monitoring,43.6,-116.310933
SEW-00204,Wastewater,Front St,Downtown,collector,Vitrified Clay,21,937,24.6,1943,83,52,5,0.78,88.2,True,Medium,426435,2023-10-11,Flow Monitoring,43.607614,-116.183734
SEW-00205,Wastewater,Vista Ave,Southeast,collector,Concrete,12,2408,7.4,1979,47,80,1,0.55,67.1,False,Medium,1197110,2025-03-17,Smoke Test,43.545639,-116.2
SEW-00206,Wastewater,Main St,Downtown,collector,Cast Iron,18,2096,15.6,1926,100,27,9,0.78,72.9,True,High,1061888,2023-12-25,Smoke Test,43.616041,-116.196444
SEW-00207,Wastewater,28th St,North End,lateral,Vitrified Clay,8,662,17.3,1937,89,43,7,0.72,60.6,True,Low,276421,2024-07-28,Smoke Test,43.626,-116.214039
SEW-00208,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,12,337,22.4,1931,95,36,11,0.78,70.3,True,Critical,66690,2023-06-18,Smoke Test,43.613679,-116.188238
SEW-00209,Wastewater,Cole Rd,Southwest,collector,Ductile Iron,12,773,21.3,1968,58,80,2,0.6,49.9,False,Medium,303485,2024-02-15,Smoke Test,43.572312,-116.257264
SEW-00210,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,24,1105,16.1,1934,92,56,5,0.45,55.7,True,Low,505942,2024-12-09,Flow Monitoring,43.607481,-116.175
SEW-00211,Wastewater,Overland Rd,Southwest,trunk,Concrete,24,1610,20.7,1986,40,90,0,0.6,99.8,False,High,498120,2025-01-31,Manhole Inspection,43.59065,-116.256293
SEW-00212,Wastewater,Vista Ave,Southeast,collector,Vitrified Clay,24,2139,22.2,1966,60,56,6,0.55,100.0,True,Medium,458874,2025-08-06,Dye Test,43.554277,-116.2
SEW-00213,Wastewater,Overland Rd,Southeast,collector,Ductile Iron,24,2370,9.1,1981,45,83,0,0.55,89.3,False,Low,1156104,2023-11-04,CCTV,43.585805,-116.2
SEW-00214,Wastewater,Cole Rd,Southwest,collector,Vitrified Clay,12,1299,5.8,1967,59,53,2,0.6,41.7,True,Low,167718,2022-10-15,Smoke Test,43.562173,-116.25537
SEW-00215,Wastewater,Victory Rd,Southeast,collector,Concrete,18,1441,23.7,1968,58,80,2,0.55,32.0,False,High,824396,2023-03-28,Smoke Test,43.572742,-116.2
SEW-00216,Wastewater,Eagle Rd,West Boise,trunk,PVC,42,1180,12.6,2003,23,100,1,0.5,18.2,False,High,702777,2024-06-15,Manhole Inspection,43.629166,-116.352347
SEW-00217,Wastewater,Five Mile Rd,Southwest,collector,Concrete,21,603,20.2,1986,40,81,0,0.6,91.1,False,High,174676,2024-03-02,Flow Monitoring,43.599225,-116.293666
SEW-00218,Wastewater,Front St,Downtown,collector,Concrete,15,797,16.7,1961,65,69,1,0.78,89.3,False,Medium,337071,2024-10-27,Manhole Inspection,43.603097,-116.200735
SEW-00219,Wastewater,15th St,North End,lateral,Vitrified Clay,18,1206,18.7,1949,77,55,10,0.72,56.1,True,Low,288786,2023-03-04,Flow Monitoring,43.644944,-116.207072
SEW-00220,Wastewater,Broadway Ave,Downtown,trunk,PVC,30,773,23.3,1977,49,87,1,0.78,66.5,False,High,377190,2025-08-04,Dye Test,43.626,-116.18807
SEW-00221,Wastewater,Front St,Downtown,collector,Vitrified Clay,12,226,9.6,1929,97,28,11,0.78,54.0,True,Critical,86528,2023-02-01,Flow Monitoring,43.605474,-116.177596
SEW-00222,Wastewater,Shaw Mountain Rd,East Bench,lateral,Vitrified Clay,30,2179,15.6,1958,68,54,6,0.45,58.2,True,Critical,887690,2024-05-19,Dye Test,43.611371,-116.174371
SEW-00223,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,8,2257,21.1,1926,100,25,12,0.72,100.0,True,High,921398,2025-05-19,Dye Test,43.638879,-116.188077
SEW-00224,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,30,2356,20.9,1940,86,44,6,0.78,79.0,True,Medium,477504,2023-05-07,Dye Test,43.6,-116.22
SEW-00225,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,15,1428,18.1,1939,87,39,5,0.72,100.0,True,Low,689986,2025-05-25,Flow Monitoring,43.672362,-116.181085
SEW-00226,Wastewater,Vista Ave,Southeast,collector,PVC,24,2149,8.4,1979,47,88,0,0.55,47.3,False,Medium,876626,2024-01-24,Dye Test,43.54,-116.2
SEW-00227,Wastewater,8th St,Downtown,lateral,Concrete,8,374,18.8,1958,68,77,2,0.78,78.1,False,Medium,107527,2025-07-03,Manhole Inspection,43.6,-116.194592
SEW-00228,Wastewater,Cole Rd,Southwest,collector,Concrete,12,934,24.2,1991,35,67,0,0.6,76.8,False,Low,312716,2023-09-09,CCTV,43.6,-116.257113
SEW-00229,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,24,1184,18.5,1935,91,31,5,0.45,74.0,True,Medium,509198,2025-02-19,CCTV,43.6084,-116.137045
SEW-00230,Wastewater,Five Mile Rd,Southwest,collector,PVC,12,600,11.8,1977,49,88,0,0.6,59.7,False,Low,244561,2023-09-12,Manhole Inspection,43.569967,-116.292968
SEW-00231,Wastewater,Capitol Blvd,Downtown,trunk,Ductile Iron,36,2045,23.8,1965,61,73,1,0.78,57.9,False,Medium,959332,2023-10-16,CCTV,43.610248,-116.201865
SEW-00232,Wastewater,Fairview Ave,West Boise,trunk,PVC,30,501,19.2,2008,18,94,0,0.5,50.4,False,Medium,272785,2024-02-23,Manhole Inspection,43.613492,-116.322662
SEW-00233,Wastewater,8th St,Downtown,lateral,Vitrified Clay,12,221,20.2,1930,96,26,13,0.78,77.3,True,High,31137,2023-07-04,Flow Monitoring,43.626,-116.197332
SEW-00234,Wastewater,Overland Rd,Southwest,trunk,Ductile Iron,48,1871,16.1,1990,36,97,2,0.6,49.1,False,Medium,1318383,2023-10-06,CCTV,43.58562,-116.30283
SEW-00235,Wastewater,Resseguie St,North End,lateral,Concrete,8,1788,16.2,1951,75,65,3,0.72,79.1,False,High,782144,2022-12-31,Smoke Test,43.638675,-116.184012
SEW-00236,Wastewater,State St,West Boise,collector,PVC,15,768,7.9,2014,12,93,0,0.5,43.3,False,Medium,139701,2024-03-29,Flow Monitoring,43.635614,-116.298527
SEW-00237,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,36,1230,14.9,1948,78,39,6,0.78,100.0,True,High,733409,2025-02-28,Manhole Inspection,43.616665,-116.184328
SEW-00238,Wastewater,Main St,Downtown,collector,Concrete,18,1756,11.7,1950,76,68,0,0.78,93.8,False,Low,883100,2025-02-27,Manhole Inspection,43.616824,-116.213637
SEW-00239,Wastewater,Federal Way,East Bench,collector,PVC,15,2162,24.4,1993,33,97,0,0.45,83.6,False,Low,510386,2023-03-03,Dye Test,43.595885,-116.120834
SEW-00240,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,8,1740,12.3,1945,81,53,8,0.72,88.0,True,High,723992,2022-11-11,Smoke Test,43.656212,-116.183565
SEW-00241,Wastewater,State St,West Boise,collector,Concrete,21,1058,18.9,1991,35,88,0,0.5,59.3,False,Low,574530,2023-08-18,Flow Monitoring,43.636631,-116.296694
SEW-00242,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,18,1191,13.5,1965,61,47,5,0.78,42.6,True,Medium,352464,2023-03-27,Dye Test,43.614516,-116.22
SEW-00243,Wastewater,Broadway Ave,Southeast,trunk,Ductile Iron,48,1913,12.2,1989,37,73,4,0.55,76.4,False,High,1823198,2025-06-11,CCTV,43.571492,-116.186256
SEW-00244,Wastewater,Bogus Basin Rd,North End,lateral,Concrete,12,881,24.7,1947,79,76,2,0.72,91.2,False,Medium,326841,2024-01-23,Flow Monitoring,43.67088,-116.213228
SEW-00245,Wastewater,8th St,Downtown,lateral,Vitrified Clay,42,603,15.4,1925,101,31,15,0.78,76.5,True,High,380609,2023-06-04,Manhole Inspection,43.6,-116.196936
SEW-00246,Wastewater,Broadway Ave,Southeast,trunk,PVC,48,2249,14.7,1984,42,90,0,0.55,44.7,False,Medium,1020595,2025-06-10,CCTV,43.54006,-116.185014
SEW-00247,Wastewater,Ten Mile Rd,West Boise,collector,PVC,18,1477,15.4,1999,27,100,0,0.5,47.1,False,High,417101,2023-05-21,Manhole Inspection,43.602445,-116.314294
SEW-00248,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,10,383,22.0,1944,82,44,2,0.78,100.0,True,Low,129314,2024-12-31,Smoke Test,43.615861,-116.22
SEW-00249,Wastewater,Maple Grove Rd,Southwest,collector,Ductile Iron,24,855,14.2,1966,60,64,0,0.6,40.1,False,Medium,487332,2024-11-16,Flow Monitoring,43.561479,-116.276442
SEW-00250,Wastewater,Broadway Ave,Southeast,trunk,Vitrified Clay,48,1008,5.1,1956,70,46,6,0.55,22.3,True,High,389804,2025-07-27,Dye Test,43.563966,-116.188423
SEW-00251,Wastewater,8th St,Downtown,lateral,Concrete,10,965,7.3,1959,67,72,1,0.78,100.0,False,Medium,334067,2024-03-01,Dye Test,43.602263,-116.198818
SEW-00252,Wastewater,Vista Ave,Southeast,collector,Concrete,21,667,17.3,1994,32,99,1,0.55,94.0,False,Low,360432,2024-04-02,Dye Test,43.562834,-116.2
SEW-00253,Wastewater,Victory Rd,Southwest,collector,Concrete,15,1482,8.7,1960,66,81,1,0.6,50.1,False,Medium,609603,2023-07-30,Dye Test,43.567707,-116.29557
SEW-00254,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,21,1932,18.9,1961,65,60,6,0.78,66.3,True,Low,878658,2022-10-23,Smoke Test,43.614115,-116.19016
SEW-00255,Wastewater,Orchard St,Southeast,collector,Vitrified Clay,15,966,6.1,1973,53,64,7,0.55,35.4,True,Critical,256512,2025-02-26,Smoke Test,43.568166,-116.2
SEW-00256,Wastewater,Vista Ave,Southeast,collector,PVC,24,2227,19.2,1990,36,90,0,0.55,79.6,False,High,840593,2022-10-02,CCTV,43.567731,-116.2
SEW-00257,Wastewater,Franklin Rd,West Boise,collector,PVC,18,333,8.4,2004,22,90,0,0.5,19.8,False,Low,111173,2023-02-22,Dye Test,43.605649,-116.286991
SEW-00258,Wastewater,Five Mile Rd,Southwest,collector,Vitrified Clay,24,667,24.8,1962,64,55,6,0.6,28.2,True,Low,287391,2023-06-13,Dye Test,43.556431,-116.294741
SEW-00259,Wastewater,Hill Rd,North End,collector,Concrete,12,1213,14.0,1952,74,66,0,0.72,26.3,False,Low,290429,2023-06-17,CCTV,43.658786,-116.175055
SEW-00260,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,15,1636,13.6,1938,88,19,8,0.72,75.1,True,Low,617822,2024-10-05,CCTV,43.679442,-116.19059
SEW-00261,Wastewater,Curtis Rd,Southwest,lateral,PVC,8,2380,11.5,1977,49,84,1,0.6,45.1,False,Medium,799268,2024-06-03,Dye Test,43.562487,-116.221767
SEW-00262,Wastewater,State St,West Boise,collector,PVC,15,1885,22.3,1996,30,91,0,0.5,68.2,False,Low,309749,2024-07-09,Smoke Test,43.639513,-116.240601
SEW-00263,Wastewater,Cloverdale Rd,West Boise,collector,PVC,15,1808,10.4,2010,16,91,0,0.5,39.7,False,Medium,523600,2025-05-26,Flow Monitoring,43.619157,-116.335535
SEW-00264,Wastewater,Five Mile Rd,Southwest,collector,Ductile Iron,18,2062,5.0,1972,54,77,1,0.6,39.6,False,Low,996754,2023-05-09,Manhole Inspection,43.6,-116.296036
SEW-00265,Wastewater,Idaho St,Downtown,lateral,Orangeburg,6,1829,9.2,1959,67,59,3,0.78,79.6,True,Low,311076,2024-01-11,Dye Test,43.612307,-116.207629
SEW-00266,Wastewater,Curtis Rd,Southwest,lateral,Vitrified Clay,15,2187,20.2,1963,63,47,5,0.6,70.2,True,Medium,282191,2023-05-06,CCTV,43.6,-116.219635
SEW-00267,Wastewater,9th St,Downtown,lateral,Vitrified Clay,8,2007,13.6,1935,91,42,8,0.78,69.9,True,Low,880038,2024-03-24,Smoke Test,43.609521,-116.196049
SEW-00268,Wastewater,28th St,North End,lateral,Vitrified Clay,12,1676,23.1,1930,96,38,8,0.72,94.3,True,Medium,278568,2024-03-17,Smoke Test,43.630031,-116.215769
SEW-00269,Wastewater,Milwaukee St,Southeast,lateral,Concrete,8,589,7.7,1960,66,71,1,0.55,50.8,False,Low,98727,2025-11-13,CCTV,43.54,-116.2
SEW-00270,Wastewater,Eagle Rd,West Boise,trunk,PVC,24,1929,9.6,2011,15,97,0,0.5,35.5,False,Medium,356085,2025-05-05,Manhole Inspection,43.640522,-116.354134
SEW-00271,Wastewater,Shaw Mountain Rd,East Bench,lateral,Ductile Iron,8,761,22.5,1974,52,80,1,0.45,59.4,False,Low,238828,2025-07-15,Dye Test,43.600309,-116.142465
SEW-00272,Wastewater,Curtis Rd,Southwest,lateral,Vitrified Clay,12,872,17.6,1955,71,51,7,0.6,75.9,True,Medium,139999,2023-06-10,Smoke Test,43.575208,-116.220665
SEW-00273,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,15,704,24.3,1931,95,41,12,0.78,66.0,True,High,173271,2024-05-14,CCTV,43.607537,-116.209277
SEW-00274,Wastewater,Bogus Basin Rd,North End,lateral,Cast Iron,8,1367,22.0,1960,66,48,5,0.72,68.7,True,Medium,437110,2023-01-07,Dye Test,43.676159,-116.187381
SEW-00275,Wastewater,Five Mile Rd,Southwest,collector,Ductile Iron,21,1410,20.9,1967,59,74,4,0.6,85.4,False,Medium,350505,2024-07-27,Flow Monitoring,43.586694,-116.293297
SEW-00276,Wastewater,Ustick Rd,West Boise,collector,PVC,24,249,7.6,1994,32,91,0,0.5,57.7,False,Medium,150466,2023-11-15,Dye Test,43.635921,-116.265286
SEW-00277,Wastewater,State St,West Boise,collector,PVC,21,498,10.2,2001,25,100,0,0.5,86.6,False,Critical,73321,2023-09-09,Dye Test,43.6341,-116.314597
SEW-00278,Wastewater,Resseguie St,North End,lateral,Ductile Iron,8,2252,13.0,1965,61,67,4,0.72,88.7,False,Medium,705932,2025-01-24,Manhole Inspection,43.638603,-116.208114
SEW-00279,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,12,2294,8.1,1944,82,41,7,0.78,100.0,True,Medium,529226,2025-07-20,Manhole Inspection,43.609526,-116.175
SEW-00280,Wastewater,Eagle Rd,West Boise,trunk,PVC,30,437,7.3,2017,9,93,0,0.5,23.4,False,Critical,232123,2024-12-08,CCTV,43.604558,-116.351452
SEW-00281,Wastewater,Main St,Downtown,collector,Vitrified Clay,12,871,15.3,1933,93,45,9,0.78,100.0,True,High,373661,2023-11-02,Smoke Test,43.614978,-116.212264
SEW-00282,Wastewater,Joplin Rd,West Boise,trunk,PVC,24,320,15.5,2007,19,91,0,0.5,49.4,False,Medium,89294,2025-06-28,Flow Monitoring,43.6,-116.310424
SEW-00283,Wastewater,Eisenman Rd,Southeast,collector,PVC,18,427,12.4,2022,4,100,0,0.55,58.2,False,High,101803,2025-04-10,Smoke Test,43.549969,-116.169599
SEW-00284,Wastewater,Joplin Rd,West Boise,trunk,PVC,24,380,5.9,2022,4,100,0,0.5,16.3,False,Medium,126921,2024-12-01,CCTV,43.638695,-116.312926
