segment_id,system_type,location_name,district,pipe_material,diameter_inches,length_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-00172,Wastewater,Jefferson St,Downtown,Vitrified Clay,24,2500,1948,78,5,5,72.9,High,951450,2025-08-21,Manhole Inspection,43.613637,-116.22
SEW-00173,Wastewater,Vista Ave,Southeast,Concrete,21,1216,1994,32,88,2,66.4,Low,731236,2024-11-09,Smoke Test,43.595,-116.2
SEW-00174,Wastewater,Orchard St,Southeast,PVC,21,2242,1987,39,86,0,77.1,Medium,732611,2024-07-27,Smoke Test,43.595,-116.2
SEW-00175,Wastewater,Victory Rd,Southwest,PVC,12,407,1977,49,85,0,99.3,Medium,150186,2025-11-16,CCTV,43.568688,-116.272198
SEW-00176,Wastewater,Milwaukee St,Southeast,Vitrified Clay,8,1283,1963,63,16,6,51.3,Medium,293813,2024-10-30,Manhole Inspection,43.583201,-116.2
SEW-00177,Wastewater,Overland Rd,Southwest,Concrete,24,1782,1973,53,77,0,67.9,Medium,1201184,2025-04-03,Smoke Test,43.588026,-116.248848
SEW-00178,Wastewater,8th St,Downtown,Cast Iron,42,1728,1950,76,5,2,88.2,Critical,1319800,2023-01-25,Flow Monitoring,43.626,-116.197965
SEW-00179,Wastewater,Five Mile Rd,Southwest,Vitrified Clay,12,359,1957,69,23,6,58.0,Medium,101523,2023-01-12,Smoke Test,43.545963,-116.296002
SEW-00180,Wastewater,Federal Way,East Bench,Ductile Iron,18,865,1994,32,58,1,96.0,Medium,344475,2023-01-24,Dye Test,43.596358,-116.14868
SEW-00181,Wastewater,Orchard St,Southeast,Ductile Iron,18,2145,1991,35,67,0,75.9,Medium,1245197,2025-10-09,Dye Test,43.595,-116.2
SEW-00182,Wastewater,Victory Rd,Southeast,Concrete,24,1132,1971,55,74,1,84.8,Medium,541310,2023-10-16,Smoke Test,43.571328,-116.188318
SEW-00183,Wastewater,State St,West Boise,Ductile Iron,12,650,2005,21,79,0,34.8,High,172369,2023-02-09,Dye Test,43.635145,-116.284717
SEW-00184,Wastewater,Victory Rd,Southeast,Vitrified Clay,15,2324,1958,68,15,6,79.1,Medium,785763,2024-12-13,Flow Monitoring,43.568244,-116.2
SEW-00185,Wastewater,Cole Rd,Southwest,Concrete,24,1651,1976,50,73,0,47.3,Medium,946331,2023-03-17,Smoke Test,43.586069,-116.253794
SEW-00186,Wastewater,Bogus Basin Rd,North End,Cast Iron,12,2485,1942,84,5,7,54.9,Low,1015047,2023-03-07,Manhole Inspection,43.65694,-116.177341
SEW-00187,Wastewater,Victory Rd,Southeast,PVC,24,1320,1977,49,89,0,82.0,Medium,822747,2023-12-27,Smoke Test,43.568727,-116.189122
SEW-00188,Wastewater,Resseguie St,North End,Vitrified Clay,18,1378,1927,99,5,4,82.3,Low,589258,2024-09-20,Smoke Test,43.639732,-116.23
SEW-00189,Wastewater,Cole Rd,Southwest,Orangeburg,24,1312,1972,54,42,2,58.5,Low,351481,2022-12-11,Smoke Test,43.542982,-116.255306
SEW-00190,Wastewater,Ustick Rd,West Boise,PVC,12,610,2004,22,96,0,46.2,Critical,249066,2022-11-01,Smoke Test,43.63248,-116.282611
SEW-00191,Wastewater,Overland Rd,Southeast,Concrete,21,1016,1985,41,86,0,57.5,Low,159567,2024-08-14,Dye Test,43.589535,-116.2
SEW-00192,Wastewater,Joplin Rd,West Boise,PVC,30,1911,1992,34,95,0,21.3,High,1468140,2023-02-22,Smoke Test,43.64058,-116.311945
SEW-00193,Wastewater,Joplin Rd,West Boise,Ductile Iron,24,237,2008,18,74,1,74.5,High,75428,2022-11-16,Dye Test,43.6,-116.309383
SEW-00194,Wastewater,Orchard St,Southeast,Concrete,24,2117,1963,63,58,3,96.1,Medium,1129904,2024-11-16,CCTV,43.564827,-116.2
SEW-00195,Wastewater,Joplin Rd,West Boise,HDPE,36,991,2011,15,100,0,61.4,High,734300,2025-06-08,Flow Monitoring,43.6,-116.307863
SEW-00196,Wastewater,Chinden Blvd,West Boise,PVC,15,775,1996,30,100,0,19.4,Medium,214084,2024-06-04,Manhole Inspection,43.652865,-116.275134
SEW-00197,Wastewater,Warm Springs Ave,East Bench,Concrete,24,246,1962,64,57,4,83.9,Medium,122821,2025-01-09,Flow Monitoring,43.606569,-116.175
SEW-00198,Wastewater,State St,West Boise,PVC,18,680,2022,4,100,0,17.9,Low,151123,2023-03-29,Smoke Test,43.637832,-116.244749
SEW-00199,Wastewater,Eisenman Rd,Southeast,PVC,21,2449,2013,13,89,0,64.8,Low,1338149,2025-06-18,Dye Test,43.583024,-116.168456
SEW-00200,Wastewater,Gowen Rd,Southeast,PVC,12,1681,2023,3,84,0,10.4,Medium,536339,2022-11-29,Smoke Test,43.540469,-116.152867
SEW-00201,Wastewater,Broadway Ave,Downtown,PVC,48,2009,1975,51,69,0,54.5,High,569879,2025-08-11,Flow Monitoring,43.6,-116.189768
SEW-00202,Wastewater,Jefferson St,Downtown,Vitrified Clay,21,2071,1957,69,13,7,65.4,Critical,587232,2024-06-29,CCTV,43.616383,-116.196296
SEW-00203,Wastewater,Joplin Rd,West Boise,PVC,48,499,2003,23,78,0,10.4,Medium,516520,2025-07-14,Flow Monitoring,43.6,-116.310933
SEW-00204,Wastewater,Front St,Downtown,Vitrified Clay,21,937,1943,83,8,5,88.2,Medium,426435,2023-10-11,Flow Monitoring,43.607614,-116.183734
SEW-00205,Wastewater,Vista Ave,Southeast,Concrete,12,2408,1979,47,64,1,67.1,Medium,1197110,2025-03-17,Smoke Test,43.545639,-116.2
SEW-00206,Wastewater,Main St,Downtown,Cast Iron,18,2096,1926,100,5,9,72.9,High,1061888,2023-12-25,Smoke Test,43.616041,-116.196444
SEW-00207,Wastewater,28th St,North End,Vitrified Clay,8,662,1937,89,5,7,60.6,Low,276421,2024-07-28,Smoke Test,43.626,-116.214039
SEW-00208,Wastewater,Idaho St,Downtown,Vitrified Clay,12,337,1931,95,5,11,70.3,Critical,66690,2023-06-18,Smoke Test,43.613679,-116.188238
SEW-00209,Wastewater,Cole Rd,Southwest,Ductile Iron,12,773,1968,58,60,2,49.9,Medium,303485,2024-02-15,Smoke Test,43.572312,-116.257264
SEW-00210,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,24,1105,1934,92,11,5,55.7,Low,505942,2024-12-09,Flow Monitoring,43.607481,-116.175
SEW-00211,Wastewater,Overland Rd,Southwest,Concrete,24,1610,1986,40,77,0,99.8,High,498120,2025-01-31,Manhole Inspection,43.59065,-116.256293
SEW-00212,Wastewater,Vista Ave,Southeast,Vitrified Clay,24,2139,1966,60,23,6,100.0,Medium,458874,2025-08-06,Dye Test,43.554277,-116.2
SEW-00213,Wastewater,Overland Rd,Southeast,Ductile Iron,24,2370,1981,45,67,0,89.3,Low,1156104,2023-11-04,CCTV,43.585805,-116.2
SEW-00214,Wastewater,Cole Rd,Southwest,Vitrified Clay,12,1299,1967,59,20,2,41.7,Low,167718,2022-10-15,Smoke Test,43.562173,-116.25537
SEW-00215,Wastewater,Victory Rd,Southeast,Concrete,18,1441,1968,58,62,2,32.0,High,824396,2023-03-28,Smoke Test,43.572742,-116.2
SEW-00216,Wastewater,Eagle Rd,West Boise,PVC,42,1180,2003,23,99,1,18.2,High,702777,2024-06-15,Manhole Inspection,43.629166,-116.352347
SEW-00217,Wastewater,Five Mile Rd,Southwest,Concrete,21,603,1986,40,67,0,91.1,High,174676,2024-03-02,Flow Monitoring,43.599225,-116.293666
SEW-00218,Wastewater,Front St,Downtown,Concrete,15,797,1961,65,49,1,89.3,Medium,337071,2024-10-27,Manhole Inspection,43.603097,-116.200735
SEW-00219,Wastewater,15th St,North End,Vitrified Clay,18,1206,1949,77,15,10,56.1,Low,288786,2023-03-04,Flow Monitoring,43.644944,-116.207072
SEW-00220,Wastewater,Broadway Ave,Downtown,PVC,30,773,1977,49,78,1,66.5,High,377190,2025-08-04,Dye Test,43.626,-116.18807
SEW-00221,Wastewater,Front St,Downtown,Vitrified Clay,12,226,1929,97,5,11,54.0,Critical,86528,2023-02-01,Flow Monitoring,43.605474,-116.177596
SEW-00222,Wastewater,Shaw Mountain Rd,East Bench,Vitrified Clay,30,2179,1958,68,18,6,58.2,Critical,887690,2024-05-19,Dye Test,43.611371,-116.174371
SEW-00223,Wastewater,Resseguie St,North End,Vitrified Clay,8,2257,1926,100,5,12,100.0,High,921398,2025-05-19,Dye Test,43.638879,-116.188077
SEW-00224,Wastewater,Lander St,Downtown,Vitrified Clay,30,2356,1940,86,5,6,79.0,Medium,477504,2023-05-07,Dye Test,43.6,-116.22
SEW-00225,Wastewater,Bogus Basin Rd,North End,Vitrified Clay,15,1428,1939,87,5,5,100.0,Low,689986,2025-05-25,Flow Monitoring,43.672362,-116.181085
SEW-00226,Wastewater,Vista Ave,Southeast,PVC,24,2149,1979,47,80,0,47.3,Medium,876626,2024-01-24,Dye Test,43.54,-116.2
SEW-00227,Wastewater,8th St,Downtown,Concrete,8,374,1958,68,57,2,78.1,Medium,107527,2025-07-03,Manhole Inspection,43.6,-116.194592
SEW-00228,Wastewater,Cole Rd,Southwest,Concrete,12,934,1991,35,52,0,76.8,Low,312716,2023-09-09,CCTV,43.6,-116.257113
SEW-00229,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,24,1184,1935,91,5,5,74.0,Medium,509198,2025-02-19,CCTV,43.6084,-116.137045
SEW-00230,Wastewater,Five Mile Rd,Southwest,PVC,12,600,1977,49,79,0,59.7,Low,244561,2023-09-12,Manhole Inspection,43.569967,-116.292968
SEW-00231,Wastewater,Capitol Blvd,Downtown,Ductile Iron,36,2045,1965,61,50,1,57.9,Medium,959332,2023-10-16,CCTV,43.610248,-116.201865
SEW-00232,Wastewater,Fairview Ave,West Boise,PVC,30,501,2008,18,90,0,50.4,Medium,272785,2024-02-23,Manhole Inspection,43.613492,-116.322662
SEW-00233,Wastewater,8th St,Downtown,Vitrified Clay,12,221,1930,96,5,13,77.3,High,31137,2023-07-04,Flow Monitoring,43.626,-116.197332
SEW-00234,Wastewater,Overland Rd,Southwest,Ductile Iron,48,1871,1990,36,84,2,49.1,Medium,1318383,2023-10-06,CCTV,43.58562,-116.30283
SEW-00235,Wastewater,Resseguie St,North End,Concrete,8,1788,1951,75,42,3,79.1,High,782144,2022-12-31,Smoke Test,43.638675,-116.184012
SEW-00236,Wastewater,State St,West Boise,PVC,15,768,2014,12,89,0,43.3,Medium,139701,2024-03-29,Flow Monitoring,43.635614,-116.298527
SEW-00237,Wastewater,Idaho St,Downtown,Vitrified Clay,36,1230,1948,78,5,6,100.0,High,733409,2025-02-28,Manhole Inspection,43.616665,-116.184328
SEW-00238,Wastewater,Main St,Downtown,Concrete,18,1756,1950,76,45,0,93.8,Low,883100,2025-02-27,Manhole Inspection,43.616824,-116.213637
SEW-00239,Wastewater,Federal Way,East Bench,PVC,15,2162,1993,33,91,0,83.6,Low,510386,2023-03-03,Dye Test,43.595885,-116.120834
SEW-00240,Wastewater,Bogus Basin Rd,North End,Vitrified Clay,8,1740,1945,81,11,8,88.0,High,723992,2022-11-11,Smoke Test,43.656212,-116.183565
SEW-00241,Wastewater,State St,West Boise,Concrete,21,1058,1991,35,76,0,59.3,Low,574530,2023-08-18,Flow Monitoring,43.636631,-116.296694
SEW-00242,Wastewater,Jefferson St,Downtown,Vitrified Clay,18,1191,1965,61,12,5,42.6,Medium,352464,2023-03-27,Dye Test,43.614516,-116.22
SEW-00243,Wastewater,Broadway Ave,Southeast,Ductile Iron,48,1913,1989,37,56,4,76.4,High,1823198,2025-06-11,CCTV,43.571492,-116.186256
SEW-00244,Wastewater,Bogus Basin Rd,North End,Concrete,12,881,1947,79,54,2,91.2,Medium,326841,2024-01-23,Flow Monitoring,43.67088,-116.213228
SEW-00245,Wastewater,8th St,Downtown,Vitrified Clay,42,603,1925,101,5,15,76.5,High,380609,2023-06-04,Manhole Inspection,43.6,-116.196936
SEW-00246,Wastewater,Broadway Ave,Southeast,PVC,48,2249,1984,42,82,0,44.7,Medium,1020595,2025-06-10,CCTV,43.54006,-116.185014
SEW-00247,Wastewater,Ten Mile Rd,West Boise,PVC,18,1477,1999,27,100,0,47.1,High,417101,2023-05-21,Manhole Inspection,43.602445,-116.314294
SEW-00248,Wastewater,Idaho St,Downtown,Vitrified Clay,10,383,1944,82,5,2,100.0,Low,129314,2024-12-31,Smoke Test,43.615861,-116.22
SEW-00249,Wastewater,Maple Grove Rd,Southwest,Ductile Iron,24,855,1966,60,41,0,40.1,Medium,487332,2024-11-16,Flow Monitoring,43.561479,-116.276442
SEW-00250,Wastewater,Broadway Ave,Southeast,Vitrified Clay,48,1008,1956,70,7,6,22.3,High,389804,2025-07-27,Dye Test,43.563966,-116.188423
SEW-00251,Wastewater,8th St,Downtown,Concrete,10,965,1959,67,52,1,100.0,Medium,334067,2024-03-01,Dye Test,43.602263,-116.198818
SEW-00252,Wastewater,Vista Ave,Southeast,Concrete,21,667,1994,32,88,1,94.0,Low,360432,2024-04-02,Dye Test,43.562834,-116.2
SEW-00253,Wastewater,Victory Rd,Southwest,Concrete,15,1482,1960,66,63,1,50.1,Medium,609603,2023-07-30,Dye Test,43.567707,-116.29557
SEW-00254,Wastewater,Jefferson St,Downtown,Vitrified Clay,21,1932,1961,65,25,6,66.3,Low,878658,2022-10-23,Smoke Test,43.614115,-116.19016
SEW-00255,Wastewater,Orchard St,Southeast,Vitrified Clay,15,966,1973,53,35,7,35.4,Critical,256512,2025-02-26,Smoke Test,43.568166,-116.2
SEW-00256,Wastewater,Vista Ave,Southeast,PVC,24,2227,1990,36,83,0,79.6,High,840593,2022-10-02,CCTV,43.567731,-116.2
SEW-00257,Wastewater,Franklin Rd,West Boise,PVC,18,333,2004,22,85,0,19.8,Low,111173,2023-02-22,Dye Test,43.605649,-116.286991
SEW-00258,Wastewater,Five Mile Rd,Southwest,Vitrified Clay,24,667,1962,64,20,6,28.2,Low,287391,2023-06-13,Dye Test,43.556431,-116.294741
SEW-00259,Wastewater,Hill Rd,North End,Concrete,12,1213,1952,74,43,0,26.3,Low,290429,2023-06-17,CCTV,43.658786,-116.175055
SEW-00260,Wastewater,Bogus Basin Rd,North End,Vitrified Clay,15,1636,1938,88,5,8,75.1,Low,617822,2024-10-05,CCTV,43.679442,-116.19059
SEW-00261,Wastewater,Curtis Rd,Southwest,PVC,8,2380,1977,49,75,1,45.1,Medium,799268,2024-06-03,Dye Test,43.562487,-116.221767
SEW-00262,Wastewater,State St,West Boise,PVC,15,1885,1996,30,85,0,68.2,Low,309749,2024-07-09,Smoke Test,43.639513,-116.240601
SEW-00263,Wastewater,Cloverdale Rd,West Boise,PVC,15,1808,2010,16,86,0,39.7,Medium,523600,2025-05-26,Flow Monitoring,43.619157,-116.335535
SEW-00264,Wastewater,Five Mile Rd,Southwest,Ductile Iron,18,2062,1972,54,57,1,39.6,Low,996754,2023-05-09,Manhole Inspection,43.6,-116.296036
SEW-00265,Wastewater,Idaho St,Downtown,Orangeburg,6,1829,1959,67,26,3,79.6,Low,311076,2024-01-11,Dye Test,43.612307,-116.207629
SEW-00266,Wastewater,Curtis Rd,Southwest,Vitrified Clay,15,2187,1963,63,11,5,70.2,Medium,282191,2023-05-06,CCTV,43.6,-116.219635
SEW-00267,Wastewater,9th St,Downtown,Vitrified Clay,8,2007,1935,91,5,8,69.9,Low,880038,2024-03-24,Smoke Test,43.609521,-116.196049
SEW-00268,Wastewater,28th St,North End,Vitrified Clay,12,1676,1930,96,5,8,94.3,Medium,278568,2024-03-17,Smoke Test,43.630031,-116.215769
SEW-00269,Wastewater,Milwaukee St,Southeast,Concrete,8,589,1960,66,51,1,50.8,Low,98727,2025-11-13,CCTV,43.54,-116.2
SEW-00270,Wastewater,Eagle Rd,West Boise,PVC,24,1929,2011,15,93,0,35.5,Medium,356085,2025-05-05,Manhole Inspection,43.640522,-116.354134
SEW-00271,Wastewater,Shaw Mountain Rd,East Bench,Ductile Iron,8,761,1974,52,61,1,59.4,Low,238828,2025-07-15,Dye Test,43.600309,-116.142465
SEW-00272,Wastewater,Curtis Rd,Southwest,Vitrified Clay,12,872,1955,71,13,7,75.9,Medium,139999,2023-06-10,Smoke Test,43.575208,-116.220665
SEW-00273,Wastewater,Myrtle St,Downtown,Vitrified Clay,15,704,1931,95,5,12,66.0,High,173271,2024-05-14,CCTV,43.607537,-116.209277
SEW-00274,Wastewater,Bogus Basin Rd,North End,Cast Iron,8,1367,1960,66,11,5,68.7,Medium,437110,2023-01-07,Dye Test,43.676159,-116.187381
SEW-00275,Wastewater,Five Mile Rd,Southwest,Ductile Iron,21,1410,1967,59,53,4,85.4,Medium,350505,2024-07-27,Flow Monitoring,43.586694,-116.293297
SEW-00276,Wastewater,Ustick Rd,West Boise,PVC,24,249,1994,32,85,0,57.7,Medium,150466,2023-11-15,Dye Test,43.635921,-116.265286
SEW-00277,Wastewater,State St,West Boise,PVC,21,498,2001,25,98,0,86.6,Critical,73321,2023-09-09,Dye Test,43.6341,-116.314597
SEW-00278,Wastewater,Resseguie St,North End,Ductile Iron,8,2252,1965,61,44,4,88.7,Medium,705932,2025-01-24,Manhole Inspection,43.638603,-116.208114
SEW-00279,Wastewater,Myrtle St,Downtown,Vitrified Clay,12,2294,1944,82,5,7,100.0,Medium,529226,2025-07-20,Manhole Inspection,43.609526,-116.175
SEW-00280,Wastewater,Eagle Rd,West Boise,PVC,30,437,2017,9,89,0,23.4,Critical,232123,2024-12-08,CCTV,43.604558,-116.351452
SEW-00281,Wastewater,Main St,Downtown,Vitrified Clay,12,871,1933,93,5,9,100.0,High,373661,2023-11-02,Smoke Test,43.614978,-116.212264
SEW-00282,Wastewater,Joplin Rd,West Boise,PVC,24,320,2007,19,87,0,49.4,Medium,89294,2025-06-28,Flow Monitoring,43.6,-116.310424
SEW-00283,Wastewater,Eisenman Rd,Southeast,PVC,18,427,2022,4,100,0,58.2,High,101803,2025-04-10,Smoke Test,43.549969,-116.169599
SEW-00284,Wastewater,Joplin Rd,West Boise,PVC,24,380,2022,4,100,0,16.3,Medium,126921,2024-12-01,CCTV,43.638695,-116.312926
SEW-00285,Wastewater,Overland Rd,Southwest,Ductile Iron,30,1518,1981,45,67,1,72.0,High,1006151,2025-04-02,Dye Test,43.58649,-116.236732
SEW-00286,Wastewater,State St,West Boise,Ductile Iron,15,1114,1993,33,75,0,74.2,Medium,154903,2024-05-03,Manhole Inspection,43.638826,-116.241487
SEW-00287,Wastewater,Federal Way,East Bench,Vitrified Clay,24,2070,1960,66,28,5,57.8,Medium,623746,2023-04-27,Manhole Inspection,43.594048,-116.175
SEW-00288,Wastewater,Victory Rd,Southwest,Concrete,15,2438,1986,40,68,1,67.6,High,701597,2023-12-24,CCTV,43.571563,-116.30039
SEW-00289,Wastewater,Parkcenter Blvd,East Bench,Orangeburg,42,1459,1955,71,27,2,71.1,Critical,822791,2025-02-14,Manhole Inspection,43.58,-116.175
SEW-00290,Wastewater,Myrtle St,Downtown,Vitrified Clay,15,2328,1927,99,5,6,92.5,Medium,1012875,2023-02-01,Smoke Test,43.606478,-116.175
SEW-00291,Wastewater,Ustick Rd,West Boise,PVC,12,455,2015,11,98,0,10.9,Medium,93000,2023-09-20,Manhole Inspection,43.63261,-116.262863
SEW-00292,Wastewater,Federal Way,East Bench,PVC,18,1156,1983,43,91,1,90.8,High,455443,2024-12-31,Flow Monitoring,43.594448,-116.175
SEW-00293,Wastewater,Eisenman Rd,Southeast,PVC,21,694,2010,16,96,0,28.3,Medium,196832,2025-04-01,CCTV,43.552874,-116.167212
SEW-00294,Wastewater,Broadway Ave,Downtown,Concrete,48,365,1974,52,58,2,60.6,Medium,291884,2023-09-13,Dye Test,43.6,-116.185861
SEW-00295,Wastewater,Bannock St,Downtown,Vitrified Clay,24,1265,1944,82,6,12,87.0,Medium,760142,2022-11-02,Smoke Test,43.614921,-116.22
SEW-00296,Wastewater,8th St,Downtown,Concrete,8,617,1954,72,46,1,78.5,Low,234639,2025-03-10,Smoke Test,43.626,-116.199161
SEW-00297,Wastewater,Broadway Ave,Southeast,Concrete,24,1260,1978,48,66,1,69.9,High,306905,2025-03-14,CCTV,43.595,-116.19055
SEW-00298,Wastewater,Parkcenter Blvd,East Bench,Concrete,24,2088,1962,64,57,1,56.7,High,1106828,2023-10-11,Flow Monitoring,43.58,-116.175
SEW-00299,Wastewater,Harrison Blvd,North End,Vitrified Clay,15,966,1947,79,5,6,65.5,Medium,363940,2024-04-07,Flow Monitoring,43.626,-116.200324
SEW-00300,Wastewater,Overland Rd,Southeast,Concrete,21,449,1990,36,69,1,46.5,Low,203606,2024-07-10,Dye Test,43.585526,-116.2
SEW-00301,Wastewater,Capitol Blvd,Downtown,Concrete,36,2164,1949,77,54,1,74.8,High,1120187,2024-11-29,CCTV,43.614561,-116.201092
SEW-00302,Wastewater,Federal Way,East Bench,Concrete,15,320,1993,33,70,0,45.7,Medium,173218,2024-08-13,Smoke Test,43.599375,-116.135717
SEW-00303,Wastewater,8th St,Downtown,Concrete,12,1187,1940,86,43,1,66.2,Low,145245,2024-09-09,Dye Test,43.6,-116.195102
SEW-00304,Wastewater,Vista Ave,Southeast,PVC,15,921,1977,49,84,0,69.2,Medium,244460,2023-12-13,Dye Test,43.553924,-116.2
SEW-00305,Wastewater,Curtis Rd,Southwest,Vitrified Clay,18,971,1964,62,22,4,48.9,High,363040,2025-09-16,CCTV,43.6,-116.220138
SEW-00306,Wastewater,Bannock St,Downtown,Vitrified Clay,10,1096,1939,87,5,7,79.4,Low,356106,2024-01-05,Smoke Test,43.61012,-116.201761
SEW-00307,Wastewater,Federal Way,East Bench,Concrete,12,805,1958,68,57,2,73.7,Low,353066,2025-07-07,Manhole Inspection,43.59752,-116.124622
SEW-00308,Wastewater,Cloverdale Rd,West Boise,HDPE,24,613,2015,11,92,0,26.6,Medium,327586,2023-03-11,Manhole Inspection,43.606925,-116.337064
SEW-00309,Wastewater,Harrison Blvd,North End,Vitrified Clay,24,1661,1960,66,5,3,66.4,Low,503136,2025-03-17,Smoke Test,43.626,-116.199466
SEW-00310,Wastewater,Ten Mile Rd,West Boise,Concrete,24,1803,1990,36,82,2,24.4,Medium,423799,2024-09-06,Dye Test,43.643061,-116.314375
SEW-00311,Wastewater,8th St,Downtown,Vitrified Clay,15,776,1956,70,5,11,58.3,Medium,192688,2025-06-04,Manhole Inspection,43.6,-116.199533
SEW-00312,Wastewater,Gowen Rd,Southeast,Concrete,10,1286,1990,36,69,0,18.1,Low,501436,2025-08-26,Flow Monitoring,43.541258,-116.142546
SEW-00313,Wastewater,Gowen Rd,Southeast,HDPE,10,881,2016,10,100,0,65.1,High,263687,2023-03-27,Dye Test,43.545307,-116.158553
SEW-00314,Wastewater,McMillan Rd,West Boise,PVC,15,2048,2004,22,76,0,25.5,Low,507823,2025-07-04,Manhole Inspection,43.640442,-116.282339
SEW-00315,Wastewater,Broadway Ave,Downtown,Concrete,30,507,1979,47,56,2,49.3,High,263600,2023-03-20,CCTV,43.615764,-116.185611
SEW-00316,Wastewater,Milwaukee St,Southeast,Vitrified Clay,12,1978,1965,61,23,3,51.4,Low,348115,2022-11-22,Manhole Inspection,43.54,-116.2
SEW-00317,Wastewater,Chinden Blvd,West Boise,PVC,18,1172,2008,18,88,0,68.8,Critical,409880,2025-11-25,Flow Monitoring,43.650575,-116.318568
SEW-00318,Wastewater,Myrtle St,Downtown,Concrete,24,2167,1943,83,54,3,72.0,High,638713,2025-04-10,Manhole Inspection,43.605198,-116.22
SEW-00319,Wastewater,Broadway Ave,Southeast,Ductile Iron,42,1285,1985,41,52,0,33.2,High,1108922,2023-06-04,CCTV,43.54,-116.187735
SEW-00320,Wastewater,Eastman St,North End,Concrete,8,2104,1953,73,67,3,100.0,Low,297080,2025-05-18,CCTV,43.63958,-116.176034
SEW-00321,Wastewater,Chinden Blvd,West Boise,PVC,24,1895,2012,14,81,1,24.4,Low,1124480,2023-07-29,Dye Test,43.655,-116.302822
SEW-00322,Wastewater,State St,West Boise,PVC,24,1165,2020,6,84,0,44.3,Medium,611138,2023-01-09,Dye Test,43.636858,-116.313684
SEW-00323,Wastewater,State St,West Boise,PVC,12,2039,1999,27,68,1,34.9,High,863280,2023-07-19,CCTV,43.635037,-116.241251
SEW-00324,Wastewater,State St,West Boise,PVC,15,805,2017,9,100,0,60.3,Critical,408601,2023-09-30,Dye Test,43.639005,-116.299369
SEW-00325,Wastewater,Broadway Ave,Southeast,PVC,36,1331,1990,36,85,0,49.8,High,870318,2023-07-27,CCTV,43.569575,-116.185497
SEW-00326,Wastewater,Overland Rd,Southeast,Vitrified Clay,15,610,1964,62,24,5,91.8,Medium,142579,2023-12-29,Flow Monitoring,43.59055,-116.189985
SEW-00327,Wastewater,Eastman St,North End,Orangeburg,30,2188,1949,77,14,6,56.9,High,880083,2023-09-02,CCTV,43.641432,-116.205156
SEW-00328,Wastewater,Broadway Ave,Southeast,Concrete,30,401,1976,50,66,1,16.4,Medium,66751,2024-03-22,Manhole Inspection,43.58766,-116.185475
SEW-00329,Wastewater,28th St,North End,Orangeburg,42,602,1956,70,31,4,71.9,Medium,454648,2024-02-14,Manhole Inspection,43.68,-116.216632
SEW-00330,Wastewater,Ten Mile Rd,West Boise,PVC,24,565,2016,10,100,0,36.3,Low,304576,2023-10-29,CCTV,43.6,-116.317732
SEW-00331,Wastewater,Five Mile Rd,Southwest,Vitrified Clay,12,1474,1965,61,21,3,78.1,Medium,456519,2024-12-12,Smoke Test,43.591766,-116.29558
SEW-00332,Wastewater,Fort St,North End,Vitrified Clay,15,1221,1928,98,5,7,97.8,Medium,239086,2023-04-27,Dye Test,43.635198,-116.23
SEW-00333,Wastewater,Broadway Ave,Southeast,Ductile Iron,24,325,1995,31,78,0,69.2,High,214020,2022-10-30,Manhole Inspection,43.547355,-116.188067
SEW-00334,Wastewater,Boise Ave,East Bench,Vitrified Clay,18,570,1965,61,30,8,69.3,Low,221220,2024-09-05,Smoke Test,43.59871,-116.175
SEW-00335,Wastewater,State St,West Boise,PVC,18,1877,2003,23,87,0,26.6,Medium,825876,2025-03-07,Smoke Test,43.63708,-116.25083
